company_a_name,company_a_address,company_a_state,company_a_activity,company_b_name,company_b_address,company_b_state,company_b_activity,same_entity
HULIGE MARKETING ADVERTISING INDIA,"# 91/1 Manandi Pinnacle, 2nd flr, 10thmain, 5th Crs, post office Rd, BSK 1 stg  ",Karnataka,Real estate renting and business activities,HULIGE MARKETING ADVERTISING INDIA PRIVATE LIMITED,"# 91/1 Manandi Pinnacle, 2nd flr, 10thmain, 5th Crs, post office Rd, BSK 1 stg  ",Karnataka,Real estate renting and business activities,1
AMBEY FABTEX,"1/43B, THIRD FLOOR, NEAR SBI BANKNIRANKARI COLONY  ",Delhi,Manufacturing,CALCUTTA METROPOLITAN GROUP,225C A J C  BOSE ROADBALLYGUNGE  ,West Bengal,Financial intermediation,0
CSK BIO PROJECTS,"C-533, LGF,Chittaranjan Park,  ",Delhi,Real estate renting and business activities,CSK  BIO  PROJECTS,"C-533, LGF,Chittaranjan Park,  ",Delhi,Real estate renting and business activities,1
MANJOO CREATION,H.NO. BH-1/87 PRATAP VIHARSEC 12  ,Uttar Pradesh,Real estate renting and business activities,MANJOO CREATION LIMITED,H.NO. BH-1/87 PRATAP VIHARSEC 12  ,Uttar Pradesh,Real estate renting and business activities,1
RELIABLE FINSEC CONSULTANTS,GOODLUCK KATRA71 OLANDA GANJ  ,Uttar Pradesh,Financial intermediation,RELIABLE  FINSEC  CONSULTANTS,GOODLUCK KATRA71 OLANDA GANJ  ,Uttar Pradesh,Financial intermediation,1
VITYODAY INVESTMENT SOLUTIONS,"Room NO E 1/6B/10, Sector 10Vrindavan Apartments owners association  ",Maharashtra,Financial intermediation,VITYODAY INVESTMENT SOLUTIONS PRIVATE LIMITED,"Room NO E 1/6B/10, Sector 10Vrindavan Apartments owners association  ",Maharashtra,Financial intermediation,1
WAVE INTERIORS,G - 5 / 10 L G FMALVIYA NAGAR  ,Delhi,Construction,WAVE INTERIORS PVT. LTD.,G - 5 / 10 L G FMALVIYA NAGAR  ,Delhi,Construction,1
BAGYA LAXMI INVESTMENTS,"12-2-421/9, GUDI MALKAPUR,MEHDIPATNAM  ",Telangana,Financial intermediation,BAGYA LAXMI INVESTMENTS PVT LTD,"12-2-421/9, GUDI MALKAPUR,MEHDIPATNAM  ",Telangana,Financial intermediation,1
ENTRUST PROJECTS AND REALTORS INDIA,"Flat  No: A7, 7th Floor, Heavenly Plaza,Heavenly Homes Apartments,  ",Kerala,Real estate renting and business activities,PSQUARE SECURITIES,"8-2-682/3/A&B/B/205,MAYFAIR GARDENSROAD NO.12, BANJARA HILLS,  ",Telangana,Financial intermediation,0
BRINTONS CARPETS ASIA,"GAT NO 414/415/416, VILLAGE URAWADETALUKA MULSHI  ",Maharashtra,Manufacturing,ATRA HOSIERY,"KRISHNA NAGAR ROAD,NOAPARAOPPOSITE NOAPARA P.O,P.O-BARASAT,P.S-BARASAT  ",West Bengal,Manufacturing,0
PRAVIR MERCANTILE,"402, Mehzabeen Arcade, 13/A, Chakla Cross Lane,Vadgadi,  ",Maharashtra,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,PRAVIR  MERCANTILE,"402, Mehzabeen Arcade, 13/A, Chakla Cross Lane,Vadgadi,  ",Maharashtra,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,1
RESONANCE TECHNOLOGIES,"733, NAVEEN NAGAR,6-3-596/77/11,KHAIRATABAD, HYDERABAD,  ",Telangana,Real estate renting and business activities,ASTRONS INFOTECH,"201-R.K. NAGAR,MALPA HILL 3, ANDHERI (E),  ",Maharashtra,Manufacturing,0
MASTER POLYPACK,"156,Sector- A,Industrial Area,  ",Madhya Pradesh,Real estate renting and business activities,WHD FORUM FOUNDATION,F NO 506 GH-2GURUGRAM  ,Haryana,Health and social work,0
ALIQRA ENTERPRISES,"ZAHID MANZIL, GROUND FLOOR SHOP NO.7 B/H. ROYALGARDEN HOTEL JUHU TARA ROAD, SANTACRUZ WEST  ",Maharashtra,Real estate renting and business activities,ALIQRA  ENTERPRISES,"ZAHID MANZIL, GROUND FLOOR SHOP NO.7 B/H. ROYALGARDEN HOTEL JUHU TARA ROAD, SANTACRUZ WEST  ",Maharashtra,Real estate renting and business activities,1
SARVATH ALUMINIUM EXTRUSION,"NO. 175, BZEEZ SAIT INDUSTRIALTOWN MARYANDAHALLIMYSORE ROAD, BANGALORE  ",Karnataka,Manufacturing,SARVATH ALUMINIUM EXTRUSION PVT LTD,"NO. 175, BZEEZ SAIT INDUSTRIALTOWN MARYANDAHALLIMYSORE ROAD, BANGALORE  ",Karnataka,Manufacturing,1
SIDDHI AGROFOODS,"9, ANNAPURNA COMPLEX,AGRASEN ROAD  ",Chattisgarh,Manufacturing,PRO TECH ENGINEERS FABRICATORS,"PLOT NO A-443, TTC INDUSTRIEAL AREAMIDC, MAHAPE,  ",Maharashtra,Manufacturing,0
PATHAK INVESTMENTS,"11,OAK LANE,OAK CHAMBERS,FORT,,BOMBAY-23   ",Maharashtra,Financial intermediation,BLUE SEA VENTURE TRAINING CENTRE,"NO. 74, IIND FLOOR,CHOOLAI HIGH ROAD,  ",Tamil Nadu,Education,0
MIHIKA INSURANCE AND FINANCIALCONSULTANT,"SHOP NO. 3, EMP. 48 ,D-Wing Halley TowersTHAKUR VILLAGE, KANDIVALI-EAST  ",Maharashtra,Financial intermediation,MIHIKA INSURANCE AND FINANCIALCONSULTANT PVT. LTD.,"SHOP NO. 3, EMP. 48 ,D-Wing Halley TowersTHAKUR VILLAGE, KANDIVALI-EAST  ",Maharashtra,Financial intermediation,1
A ONE MY CHOICE STORE,"C.S.NO.308/2/2/,PANDURANG SMRUTI,BEHIND ALANKARPURI APPT, SAMRUDDHI NAGAR  ",Maharashtra,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,SKG TIMBERS,"72/10/1, SWARN PARK, ROHTAK ROAD,MUNDKA, NANGLOI  ",Delhi,Manufacturing,0
SHIVA MARMOTILES,N.H. 8 VILL.PASOOND   ,Rajasthan,Mining and quarrying,SHIVA MARMOTILES PVT LTD,N.H. 8 VILL.PASOOND   ,Rajasthan,Mining and quarrying,1
PIONEER CARBONS CO,"8,CIVIC CENTERBHILAI NAGAR  ",Chattisgarh,Manufacturing,ARKAYO OVATION SYSTEMS,"607, MAHALAXMI CHAMBERS, 13DESAI RD., BOMBAY-26.   ",Maharashtra,Other community social and personal service activities,0
SANKATSATHI CONSTRUCTIONS,102 Cotton Street   ,West Bengal,Real estate renting and business activities,SANKATSATHI  CONSTRUCTIONS,102 Cotton Street   ,West Bengal,Real estate renting and business activities,1
NILAMBUR JOINERY,SECOND FLOOR MAHARANI TOWERNILAMBUR  ,Kerala,Manufacturing,PREMKUNJ RESIDENCY,"DIAMOND HARBOUR RAOD, 24 PARGANAS, P.O. JOKABESIDE LANDIS GYR LTD  ",West Bengal,Construction,0
INDULGENCE ENERBUILD,"503, FIFTH FLOOR, ELEMENTS MALL,DCM MARKET, AJMER ROAD,  ",Rajasthan,Real estate renting and business activities,INDULGENCE ENERBUILD PRIVATE LIMITED,"503, FIFTH FLOOR, ELEMENTS MALL,DCM MARKET, AJMER ROAD,  ",Rajasthan,Real estate renting and business activities,1
SUMAN INDUSTRIES,"SURENDRA HOUSE, 2ND FLOOR,GHEE KANTA ROADAHMEDABAD.  ",Gujarat,Manufacturing,SUMAN INDUSTRIES PVT. LTD.,"SURENDRA HOUSE, 2ND FLOOR,GHEE KANTA ROADAHMEDABAD.  ",Gujarat,Manufacturing,1
SBG INFINITY X TECHNOLOGIES,"Flat No 501, 5th Stage,Embassy Appartment, Fab India Store,  ",Karnataka,Real estate renting and business activities,SBG INFINITY X TECHNOLOGIES PRIVATE LIMITED,"Flat No 501, 5th Stage,Embassy Appartment, Fab India Store,  ",Karnataka,Real estate renting and business activities,1
VOICE RESPONSE CONSULTING,"516, SACRED WORLD, SOUTH BLOCK,WANAWADI  ",Maharashtra,Real estate renting and business activities,MISHA EXPORTS,"123SFS,MINIORKA ENCLAVE  ",Delhi,Real estate renting and business activities,0
MAMZAR ENTERPRISES,"Door No: 5/3403/B20, 2nd Floor, Markaz ComplexIndira Gandhi Road  ",Kerala,Construction,MAMZARENTERPRISES,"Door No: 5/3403/B20, 2nd Floor, Markaz ComplexIndira Gandhi Road  ",Kerala,Construction,1
TDMG REALITY,"Flat No 102, 1st Floor, Pankaj Enterprise ChamberPlot 2, LSC, Pkt H & J, Sarita Vihar  ",Delhi,Real estate renting and business activities,TDMG REALITY PVT LTD,"Flat No 102, 1st Floor, Pankaj Enterprise ChamberPlot 2, LSC, Pkt H & J, Sarita Vihar  ",Delhi,Real estate renting and business activities,1
NOISE STUDIOS,"B 502, ARSHIE COMPLEX, PANCH MARGYARI ROAD, VERSOVA, ANDHERI WEST  ",Maharashtra,Real estate renting and business activities,NOISESTUDIOS,"B 502, ARSHIE COMPLEX, PANCH MARGYARI ROAD, VERSOVA, ANDHERI WEST  ",Maharashtra,Real estate renting and business activities,1
PARIKSHIT STEELS,"K-96,ADDITIONAL M. I .D .C,JALGAON-2.   ",Maharashtra,Manufacturing,PARIKSHIT  STEELS,"K-96,ADDITIONAL M. I .D .C,JALGAON-2.   ",Maharashtra,Manufacturing,1
AYESHA INVESTMENTS,"8-2293/82/B/5/K,ROAD NO.12,BANJARA HILLS,  ",Andhra Pradesh,Financial intermediation,AYESHA INVESTMENTS LIMITED,"8-2293/82/B/5/K,ROAD NO.12,BANJARA HILLS,  ",Andhra Pradesh,Financial intermediation,1
APHROZONE INDIA,"A-901,Arshie Complex Chsl,Panch MargOff.Yari Road,Andheri West  ",Maharashtra,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,APHROZONE INDIA LIMITED,"A-901,Arshie Complex Chsl,Panch MargOff.Yari Road,Andheri West  ",Maharashtra,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,1
NICKKY BUILDCON,"201,SONA APPARTMENT,GOKHALE ROAD,SOUTH DADAR(W).  ",Maharashtra,Real estate renting and business activities,NICKKY BUILDCON LIMITED,"201,SONA APPARTMENT,GOKHALE ROAD,SOUTH DADAR(W).  ",Maharashtra,Real estate renting and business activities,1
CHIRANJIV FARMING,K-102 MAHESHWARI NAGERMIDCANDHERI   ,Maharashtra,Agriculture & allied,TAMLUK ULTRASONO DIAGNOSTIC CENTRE,"MANIKTALA,TAMLUK MIDNAPORE(E)   ",West Bengal,Health and social work,0
WESTERN INDIA JOURNALS,,Maharashtra,Extraterritorial organizations and bodies,SHARPLINE TRADING COMPANY,58 MAHARASHTRA BHAVAN4RD FLOOR BORA MASJIDSTREET FORT  ,Maharashtra,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,0
MURUDESHWAR FOODSANDEXPORTS,"KASARGOD, HONNAVAR- 581 334.NORTH KANARA.   ",Karnataka,Manufacturing,MURUDESHWAR FOODSANDEXPORTS PVT LTD,"KASARGOD, HONNAVAR- 581 334.NORTH KANARA.   ",Karnataka,Manufacturing,1
AMPLO IT SYSTEMS,"PLOT NO. 408, Road no. 22Jubilee Hills  ",Telangana,Real estate renting and business activities,ZOHAA FILMS ENTERTAINMENT,"L-1-A, 502, OKLAND PARK CHS, LINK ROADYAMUNA NAGAR, ANDHERI (W),  ",Maharashtra,Real estate renting and business activities,0
GUPTA AIR PRODUCTS,"Plot no.5, SECTOR No.1,Pithampur  ",Madhya Pradesh,Health and social work,SHREE GOKUL CONSULTANCY AND SERVICES,"46-B, BOMBAY MUTUAL CHAMBERS,19/21 HAMAM STREET, FORT  ",Maharashtra,Real estate renting and business activities,0
GOLDENGATE EVENTS,K - 3HAUZ KHAS  ,Delhi,Other community social and personal service activities,GOLDENGATE EVENTS PVT. LTD.,K - 3HAUZ KHAS  ,Delhi,Other community social and personal service activities,1
EMPIRE CHITS,"SHOP NO. 30 1ST FLOOR KRISHNAMARKET LAJPAT NAGARI, N. DELHI.  ",Delhi,Financial intermediation,AERO ENGINEERING SERVICES,"373, 16TH MAIN ROAD,'T' BLOCK JAYANAGAR,BANGALORE-41  ",Karnataka,Real estate renting and business activities,0
SUPER SHEEN LEATHERS,"23-105 ASHOK NAGAR,RAMACHANDRAPURAM,BHEL  ",Telangana,Manufacturing,SUPER SHEEN LEATHERS PVT. LTD.,"23-105 ASHOK NAGAR,RAMACHANDRAPURAM,BHEL  ",Telangana,Manufacturing,1
GOVIND MOTI AND COMPANY BUILDERS,1 SILVER STONE PLOT NO 294LINKING ROADKHAR  ,Maharashtra,Construction,GOVINDMOTIANDCOMPANYBUILDERS,1 SILVER STONE PLOT NO 294LINKING ROADKHAR  ,Maharashtra,Construction,1
JASMINE COMMODITIES,"C/O. KIFTA, 203, SARAT BOSE ROAD, 3RD FLOOR,NR-CANARA BANK BUILDING,  ",West Bengal,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,VIDULLATHA CHITS,"CTS No.3248, Ward No.6Hospeth, Kamatagi Road  ",Karnataka,Financial intermediation,0
JITENDRA VYAPAAR,"6, BISHOP LEFROY ROAD, PAUL MANSION, GROUND FLOORSUITE NO. 12, BHOWANIPORE  ",West Bengal,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,HOTEL PLAZA VELLORE,"22, RAMACHARI STREET,KOSPET,VELLORE  ",Tamil Nadu,Hotels and restaurants,0
HERMES BUSINESS SOLUTIONS,"NEW NO.80/7,OLD NO.55/7, VENKAT NILAYAM, FLATNO.73RD FLOOR,2ND MAIN ROAD,GANDHI NAGAR, ADYAR  ",Tamil Nadu,Real estate renting and business activities,HERMES BUSINESS SOLUTIONS PVT. LTD.,"NEW NO.80/7,OLD NO.55/7, VENKAT NILAYAM, FLATNO.73RD FLOOR,2ND MAIN ROAD,GANDHI NAGAR, ADYAR  ",Tamil Nadu,Real estate renting and business activities,1
CINEMA SALONE,SREEVIHAR HOUSEMANAKKAD P.O  ,Kerala,Real estate renting and business activities,GUJARAT PACKFOAM,"RUCHI APARTMENT, B/H CITY CENTRE,35, SWASTIK SOCIETY, NAVRANGPURA,  ",Gujarat,Manufacturing,0
CHUKKAPALLI CONSTRUCTIONS,H.NO.40/ASANJEEVANI NILAYAMKOTHAPET  ,Andhra Pradesh,Construction,NEWMARK GLOBAL EDTECH,"Flat No. 402, Plot No. 180, GBH Knytes,Ganesh Nagar, Muhana Road,  ",Rajasthan,Real estate renting and business activities,0
KANNIKA BANK,"332,LINGHI CHETTY ST   ",Tamil Nadu,Other community social and personal service activities,KANNIKA BANK LIMITED,"332,LINGHI CHETTY ST   ",Tamil Nadu,Other community social and personal service activities,1
MODEL COMMERCIAL,"Flat 4A Signum Gardenia,3 Dr. G.S bose road  ",West Bengal,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,UNITED STATE PACKERS AND CANNERS,KARTHIKA VILAS   ,Kerala,Manufacturing,0
PASTEUR LABORATORIES,"2A,BIDHAN SARANI   ",West Bengal,Manufacturing,PASTEUR  LABORATORIES,"2A,BIDHAN SARANI   ",West Bengal,Manufacturing,1
S P COMPUTERS,"206 , GAJAPATI NAGARNEAR SAINIK SCHOOL CHAK  ",Orissa,Manufacturing,S P COMPUTERS PVT LTD,"206 , GAJAPATI NAGARNEAR SAINIK SCHOOL CHAK  ",Orissa,Manufacturing,1
KINGSHIELD SECURITY,"C-212, SGM NagarNIT, Faridabad  ",Haryana,Real estate renting and business activities,KINGSHIELDSECURITY,"C-212, SGM NagarNIT, Faridabad  ",Haryana,Real estate renting and business activities,1
TABS AND CAPS HEALTHCARE,"S -24, EXTENSION PANDEV NAGAR   ",Delhi,Real estate renting and business activities,TABS AND CAPS HEALTHCARE PVT LTD,"S -24, EXTENSION PANDEV NAGAR   ",Delhi,Real estate renting and business activities,1
SMK CONSULTANTS,"6-MADHUMALTI, 9-HIGHWAY SOCIETY,GAWAND PATH, NAUPADA, THANE-WEST  ",Maharashtra,Real estate renting and business activities,SMKCONSULTANTS,"6-MADHUMALTI, 9-HIGHWAY SOCIETY,GAWAND PATH, NAUPADA, THANE-WEST  ",Maharashtra,Real estate renting and business activities,1
MASFRACO PHARMACORP OPC,"C/O Sita Ram DudeyRamaji Nagar, Behind No -1 School  ",Madhya Pradesh,Manufacturing,GOENKA READYMADES,"UPITARA PALACE, OPP. DONA PLANETG.S. ROAD, ABC, BHANGAGARH  ",Assam,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,0
SUNFIIELD AGROW TECH,"177/9, SALEM MAIN ROAD,BUNGLOW STREET,NEAR THIRUVAKOUNDANUR BYPASS,P.O SURAMANGALAM  ",Tamil Nadu,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,BALISAT TECHNOLOGIES,"Flat -B/1301, Plot-35, 36, 37 & 36A,Sector 36, Bhoomi Tower,  ",Maharashtra,Real estate renting and business activities,0
LENDING SOLUTIONS INDIA,"508, Neelkanth, 1, Bhawani Singh RoadC-Scheme  ",Rajasthan,Real estate renting and business activities,LENDING SOLUTIONS INDIA LIMITED,"508, Neelkanth, 1, Bhawani Singh RoadC-Scheme  ",Rajasthan,Real estate renting and business activities,1
VEOL MEDICAL TECHNOLOGIES,"A - 747, Near Pavan Bus StopMIDC Pawane, TTC Industrial Area,Koparkhairane  ",Maharashtra,Real estate renting and business activities,VEOL MEDICAL TECHNOLOGIES PVT LTD,"A - 747, Near Pavan Bus StopMIDC Pawane, TTC Industrial Area,Koparkhairane  ",Maharashtra,Real estate renting and business activities,1
RAMESHWAR PACKAGING,PLOT NO C-5MIDC INDUSTRIAL AREA  ,Maharashtra,Manufacturing,RAMESHWAR PACKAGING PVT LTD,PLOT NO C-5MIDC INDUSTRIAL AREA  ,Maharashtra,Manufacturing,1
VESUVIUS REFRACTORY INDIA,"ROOM NO.9, 3RD FLOOR7 GANESH CHANDRA AVENUE  ",West Bengal,Real estate renting and business activities,VESUVIUSREFRACTORYINDIA,"ROOM NO.9, 3RD FLOOR7 GANESH CHANDRA AVENUE  ",West Bengal,Real estate renting and business activities,1
VEETRAG STRUFAB,"1-C-8, HOUSING BOARD COLONY,CHANDRA SHEKHAR, AZAD NAGAR  ",Rajasthan,Manufacturing,N P EARTHMOVERS,"T-88C, First Floor, Opp.-MGF Mall SaketKhirki Village, Malviya Nagar  ",Delhi,Transport storage and communications,0
SUPRABHAT COMMODITIES,"127, B.T.ROAD   ",West Bengal,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,B L MEDICARE,147- GANDHI NAGAR   ,Uttar Pradesh,Real estate renting and business activities,0
SANTOSHIMA AGRITECH,SIRI MANOR 14 GOPALSWAMYLAYOUTJ P NAGAR II PHASE  ,Karnataka,Agriculture & allied,SANTOSHIMA  AGRITECH,SIRI MANOR 14 GOPALSWAMYLAYOUTJ P NAGAR II PHASE  ,Karnataka,Agriculture & allied,1
DREAMCATCHER EVENTS,"ANNAPURNA BHAWAN,PATLIPUTRA TELEPHONE EXCHANGE ROAD, KURJI  ",Bihar,Other community social and personal service activities,RAJYOG GRANITE INTERNATIONAL,C-192SARVODAYA ENCLAVE  ,Delhi,Manufacturing,0
BARGAIN TENTS,"Gala No. 2, Mohd. Hussain Compd,LBS MargKurla(West),Nr.Maharashtra Weigh Bridge  ",Maharashtra,Real estate renting and business activities,BARGAIN TENTS LIMITED,"Gala No. 2, Mohd. Hussain Compd,LBS MargKurla(West),Nr.Maharashtra Weigh Bridge  ",Maharashtra,Real estate renting and business activities,1
RINFLUX SOLUTIONS,"B-1204,TOWER BAMARPALI PRINCELY ESTATE SECTOR 76  ",Uttar Pradesh,Real estate renting and business activities,GAMEKOCH STUDIOS OPC,"FLAT NO 3,7TH FLOOR,TA ENCLAVEVELACHERY MAIN ROAD,VELACHERY  ",Tamil Nadu,Real estate renting and business activities,0
BENZZ MEDIA,"NEW NO.7, OLD NO.AG-99,SHANTHI COLONY, ANNANAGAR,  ",Tamil Nadu,Other community social and personal service activities,BENZZ MEDIA LIMITED,"NEW NO.7, OLD NO.AG-99,SHANTHI COLONY, ANNANAGAR,  ",Tamil Nadu,Other community social and personal service activities,1
SUPER FOREX,"SHOP NO. -25, MOHAN SINGH PALACECONNAUGHT PLACE  ",Delhi,Financial intermediation,SUPER FOREX PVT. LTD.,"SHOP NO. -25, MOHAN SINGH PALACECONNAUGHT PLACE  ",Delhi,Financial intermediation,1
MNG BOXES,"A-68 2nd floorBlock-A, Nirman Vihar  ",Delhi,Manufacturing,MNG BOXES PRIVATE LIMITED,"A-68 2nd floorBlock-A, Nirman Vihar  ",Delhi,Manufacturing,1
NURADHYA PHARMACEUTICAL,127/246 W BLOCKKESHAV NAGAR  ,Uttar Pradesh,Real estate renting and business activities,NURADHYA PHARMACEUTICAL PRIVATE LIMITED,127/246 W BLOCKKESHAV NAGAR  ,Uttar Pradesh,Real estate renting and business activities,1
A K TEXTILES,QR NO.80KILLA FORT  ,Orissa,Manufacturing,A  K  TEXTILES,QR NO.80KILLA FORT  ,Orissa,Manufacturing,1
LINK FINANCE AND LEASING,"617 TIRUVOTTIYUR HIGH ROAD,MADRAS 600081.   ",Tamil Nadu,Financial intermediation,LINK  FINANCE  AND  LEASING,"617 TIRUVOTTIYUR HIGH ROAD,MADRAS 600081.   ",Tamil Nadu,Financial intermediation,1
HORTICON FLOWERS FOOD TRADERS INDIA,ALANKAR 1205/4 SHIVAJINAGARJ M ROAD   ,Maharashtra,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,NANGALLAAR TEXTILES,12 A SUNDAKAMUTHUR ROADSELVAPURAM SOUTHCOIMBATORE  ,Tamil Nadu,Manufacturing,0
SWASTIK INVESTMENTS,"201, 7TH CROSS,SASTRINAGAR,BANGALORE  ",Karnataka,Financial intermediation,SWASTIK  INVESTMENTS,"201, 7TH CROSS,SASTRINAGAR,BANGALORE  ",Karnataka,Financial intermediation,1
PERFECT AIR TRAVELS,569MODEL TOWN  ,Haryana,Transport storage and communications,MANHAN S STUDIO V13 PRODUCTIONS,"A-15, TODI UDYOG NAGAR, NEAR BHAYANDER SECONDARYHIGH SCHOOL, UTTAN ROAD,BHAYANDER WEST  ",Maharashtra,Other community social and personal service activities,0
AKSHAJ VIHAR AND INFRASTRUCTURE,"SANJAY KUMAR JAISWAL, S/O J.P JAISWAL,UPPER BAZAR, GANDHI NAGAR  ",Jharkhand,Construction,AKSHAJVIHARANDINFRASTRUCTURE,"SANJAY KUMAR JAISWAL, S/O J.P JAISWAL,UPPER BAZAR, GANDHI NAGAR  ",Jharkhand,Construction,1
SSB AGRO,"SHOP NO. 12, SANMAN HIGHTS,MALEGAON ROAD, TARODA (BK)  ",Maharashtra,Agriculture & allied,PREMIA PEACE CITY,"3/18/4F, BLOCK - 3EAST PATEL NAGAR  ",Delhi,Construction,0
LAKSHIKA CREATIONS,"90, CHAKDAH ANANDPALLY DHALIPARANEAR ANANDPALLY AUTOSTAND  ",West Bengal,Real estate renting and business activities,KALPANA PROJECTS,19 POLLOCK STREET   ,West Bengal,Construction,0
MD TAJUDDIN DEVELOPER,"4B/9 , TOPSIA 2ND LANE, P.S. - TILJALA ,SOUTH 24 PARGANAS  ",West Bengal,Real estate renting and business activities,GREYLABS SOFTWARE SOLUTIONS,"Plot No.72&73,4th Floor,Akshay Tech ParkEPIP Area, Hoodi Village, Whitefield  ",Karnataka,Real estate renting and business activities,0
PODAR KNITTINGS,"205, KARTAR MANSION NO. 1,2ND FLOOR,35,TRIBHUVAN ROAD  ",Maharashtra,Manufacturing,PODAR KNITTINGS PVT. LTD.,"205, KARTAR MANSION NO. 1,2ND FLOOR,35,TRIBHUVAN ROAD  ",Maharashtra,Manufacturing,1
PARASNATH STRATEGY DEVELOPERS,IMLI GALIKAYASTH PARA  ,Rajasthan,Financial intermediation,CONCUR DEVELOPERS,916 PEARLOMAXE TOWER2 NSP PITAMPURA  ,Delhi,Real estate renting and business activities,0
SUPERLITE ENTERPRISES,A179SHIVALIK   ,Delhi,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,SUPERLITE  ENTERPRISES,A179SHIVALIK   ,Delhi,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,1
AMITA AND PRATIMA GENERAL TRADING,"35/ Plot No.6, Lokhit CHS Ltd.,Tilak Road, Nr Jolly Emporium Ghatkopar (E),  ",Maharashtra,Real estate renting and business activities,AMITA AND PRATIMA GENERAL TRADING PVT LTD,"35/ Plot No.6, Lokhit CHS Ltd.,Tilak Road, Nr Jolly Emporium Ghatkopar (E),  ",Maharashtra,Real estate renting and business activities,1
SENIOR RUBBERS,"403, PRAGATI TOWER, RAJENDRA PLACE   ",Delhi,Manufacturing,AVINASH MULTI TRADE,"ROOM NO 13, 1ST FLOOR 273MOHAN MANSION, SAHID BHAGAT SINH ROAD  ",Maharashtra,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,0
ORGANON LABORATORIES,A-14 GEETANJALI ENCLAVE NEWDELHI   ,Delhi,Manufacturing,GLUSTER SOFTWARE INDIA,"4/1, Bannerghatta Road, IBC Knowledge Park11 Floor, Tower D  ",Karnataka,Real estate renting and business activities,0
SHRI SHRIDI SAI RESORT AND WATER PARKINDIA,"VILLA NO. 10, PUBBLE BAY DREAAM VILLAPHASE-4, KATARA, HUZUR  ",Madhya Pradesh,Real estate renting and business activities,KNOWLEDGE HUB INTERNATIONAL,"1012, 10th FloorSurya Kiran Building, Kasturba Ghandi Marg  ",Delhi,Other community social and personal service activities,0
AGN SECURITIES,"96/1718,SAMATA NAGAR,KANDIVALI (E),   ",Maharashtra,Extraterritorial organizations and bodies,AGNSECURITIES,"96/1718,SAMATA NAGAR,KANDIVALI (E),   ",Maharashtra,Extraterritorial organizations and bodies,1
MANIPUR TEA CO,15A HEMANTA BASU SARANICONTINENTAL CHAMBERS4TH FLOOR  ,West Bengal,Manufacturing,MANIPUR  TEA  CO,15A HEMANTA BASU SARANICONTINENTAL CHAMBERS4TH FLOOR  ,West Bengal,Manufacturing,1
VISUALSOFT TECHNOLOGIES,"VISUALSOFT TOWERS,6-3-1192/2/1KUNDANBAGH,BEGUMPET,HYDERABAD,  ",Telangana,Real estate renting and business activities,VISUALSOFT TECHNOLOGIES PVT LTD,"VISUALSOFT TOWERS,6-3-1192/2/1KUNDANBAGH,BEGUMPET,HYDERABAD,  ",Telangana,Real estate renting and business activities,1
ZENTROPY OPC,"Flatno-306,plotno -2-91/60,AVN ResidencyBPRajuMargWhiteFields,KondapurGachibowli  ",Telangana,Real estate renting and business activities,ZENTROPY OPC PVT. LTD.,"Flatno-306,plotno -2-91/60,AVN ResidencyBPRajuMargWhiteFields,KondapurGachibowli  ",Telangana,Real estate renting and business activities,1
